
Gurobi 10.0.1 (linux64) logging started Mon Jun 16 01:40:29 2025

Set parameter LogFile to value "LogFile_Subproblem_B4_S3.txt"
Set parameter LogToConsole to value 0
Set parameter MIPFocus to value 3
Set parameter Cuts to value 3
Set parameter TimeLimit to value 7200
Gurobi Optimizer version 10.0.1 build v10.0.1rc0 (linux64)

CPU model: Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 80 physical cores, 80 logical processors, using up to 32 threads

Optimize a model with 77 rows, 97 columns and 149 nonzeros
Model fingerprint: 0xdc76d40d
Model has 28 quadratic objective terms
Model has 28 quadratic constraints
Variable types: 69 continuous, 28 integer (0 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+04]
  QMatrix range    [1e+00, 1e+00]
  QLMatrix range   [1e+00, 1e+00]
  Objective range  [8e+00, 1e+04]
  QObjective range [2e+00, 2e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [1e+01, 4e+01]
  QRHS range       [1e+00, 1e+00]
Presolve removed 51 rows and 52 columns
Presolve time: 0.00s
Presolved: 59 rows, 54 columns, 174 nonzeros
Presolved model has 16 bilinear constraint(s)
Variable types: 45 continuous, 9 integer (0 binary)
Root relaxation presolve removed 22 rows and 16 columns

Root relaxation: numerical trouble, 0 iterations, 0.00 seconds (0.00 work units)
Exploring 100 nodes in MinRel heuristic

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 1601469 73606 infeasible 4688        70.00004          -      -   1.6 1057s
 1622257 72745 infeasible 4003        70.00004          -      -   1.6 1071s
 1641366 70380 infeasible 2955        70.00004          -      -   1.6 1085s
 1658467 71065 infeasible 3366        70.00004          -      -   1.6 1101s
 1677328 70860 infeasible 3976        70.00004          -      -   1.6 1115s
 1696301 73194 infeasible 4942        70.00004          -      -   1.6 1131s
 1713317 78162 infeasible 2563        70.00004          -      -   1.6 1144s
 1732885 76325 infeasible 5093        70.00004          -      -   1.6 1159s
 1755344 73193 infeasible 4635        70.00004          -      -   1.5 1173s
 1774818 72346 infeasible 4692        70.00004          -      -   1.5 1188s
 1792901 73267 infeasible  880        70.00004          -      -   1.5 1202s
 1811363 73267 infeasible 3900        70.00004          -      -   1.5 1205s
 1811762 72266 infeasible 1050        70.00004          -      -   1.5 1217s
 1830799 73136 infeasible 3247        70.00004          -      -   1.5 1230s
 1848267 73978 infeasible 4637        70.00004          -      -   1.5 1244s
 1870431 75963 infeasible 4533        70.00004          -      -   1.5 1260s
 1889728 74109 infeasible 4368        70.00004          -      -   1.5 1274s
 1910982 74110 infeasible 5213        70.00004          -      -   1.5 1288s
 1928393 73593 infeasible 4282        70.00004          -      -   1.5 1300s
 1947250 73238 infeasible 2744        70.00004          -      -   1.5 1314s
 1964623 75843 infeasible 4483        70.00004          -      -   1.5 1328s
 1985610 76523 infeasible 2501        70.00004          -      -   1.5 1343s
 2002090 76523 infeasible 5074        70.00004          -      -   1.5 1345s
 2007106 76749 infeasible 5256        70.00004          -      -   1.5 1356s
 2028442 73441 infeasible 3242        70.00004          -      -   1.4 1370s
 2045136 76775 infeasible 1205        70.00004          -      -   1.4 1384s
 2062272 78747 infeasible 3001        70.00004          -      -   1.4 1398s
 2084976 78684 infeasible 4802        70.00004          -      -   1.4 1412s
 2105171 78628 infeasible 4215        70.00004          -      -   1.4 1426s
 2123459 79085 infeasible 3533        70.00004          -      -   1.4 1440s
 2143416 79682 infeasible 5212        70.00004          -      -   1.4 1454s
 2163695 77190 infeasible 3890        70.00004          -      -   1.4 1468s
 2183491 77833 infeasible 2486        70.00004          -      -   1.4 1481s
 2201388 79681 infeasible 5101        70.00004          -      -   1.4 1495s
 2220630 81565 infeasible 4096        70.00004          -      -   1.4 1509s
 2239134 80373 infeasible 5079        70.00004          -      -   1.4 1522s
 2260172 78146 infeasible 3682        70.00004          -      -   1.4 1535s
 2277231 77468 infeasible 2985        70.00004          -      -   1.4 1549s
 2293475 82229 infeasible 2479        70.00004          -      -   1.4 1563s
 2310898 83366 infeasible 2792        70.00004          -      -   1.4 1578s
 2330437 81642 infeasible 3475        70.00004          -      -   1.4 1593s
 2351723 82110 infeasible 5162        70.00004          -      -   1.4 1606s
 2371789 82848 infeasible 3755        70.00004          -      -   1.4 1622s
 2390947 84247 infeasible 4999        70.00004          -      -   1.4 1638s
 2405676 79715 infeasible 3345        70.00004          -      -   1.4 1654s
 2424694 79029 infeasible 5104        70.00004          -      -   1.4 1670s
 2446894 78757 infeasible 4278        70.00004          -      -   1.4 1686s
 2468676 81260 infeasible 3897        70.00004          -      -   1.4 1702s
 2489407 83524 infeasible 3954        70.00004          -      -   1.4 1719s
 2493684 83524 infeasible 4745        70.00004          -      -   1.4 1720s
 2509859 87066 infeasible 5155        70.00004          -      -   1.4 1736s
 2533843 88993 infeasible 3584        70.00004          -      -   1.4 1753s
 2552944 85475 infeasible 2369        70.00004          -      -   1.4 1767s
 2576144 83619 infeasible 5004        70.00004          -      -   1.4 1783s
 2591548 85544 infeasible 4712        70.00004          -      -   1.4 1796s
 2610097 84810 infeasible 3600        70.00004          -      -   1.4 1812s
 2631726 84810 infeasible 2172        70.00004          -      -   1.4 1815s
 2633139 89054 infeasible 4609        70.00004          -      -   1.4 1826s
 2652025 90862 infeasible 5128        70.00004          -      -   1.4 1841s
 2669843 89755  postponed 3541        70.00004          -      -   1.4 1856s
 2691062 91928 infeasible 2683        70.00004          -      -   1.4 1872s
 2709943 91928 infeasible 5088        70.00004          -      -   1.4 1875s
 2710811 91466 infeasible 2678        70.00004          -      -   1.4 1888s
 2730747 90917 infeasible 5059        70.00004          -      -   1.4 1902s
 2747952 91008 infeasible 3348        70.00004          -      -   1.4 1918s
 2768739 88229 infeasible 2410        70.00004          -      -   1.4 1933s
